,cid,pid,activity
251,5362129,P55210,0.0
252,5362129,Q9NPC2,0.0
253,5362129,Q05DJ8,0.0
254,5362129,P9WQ59,0.0
255,5362129,P11021,0.0
256,5362129,P65502,0.0
257,5362129,O86157,0.0
258,5362129,P21700,0.0
259,5362129,Q99VQ4,0.0
260,5362129,P08659,0.0
261,71398,P08659,0.0
262,71398,P0AF67,0.0
263,71398,P11021,0.0
264,71398,P21700,0.0
265,82153,Q690N0,1.0
266,82153,O95372,0.0
267,82153,P55210,0.0
268,82153,P9WFX0,0.0
269,82153,Q05DJ8,0.0
270,82153,P08659,0.0
271,82153,P9WQ59,0.0
272,82153,P11021,0.0
273,82153,P65502,0.0
274,82153,O86157,0.0
275,82153,P21700,0.0
276,2284,Q91ZM7,1.0
277,2284,Q9F4F7,0.0
278,2284,Q02499,0.0
279,2284,P08659,0.0
280,2284,P9WFX0,0.0
281,2284,P11021,0.0
282,2284,P21700,0.0
283,2284,Q99VQ4,0.0
284,3007,Q63380,1.0
285,9853654,Q9F4F7,0.0
286,9853654,P11021,0.0
287,9853654,P08659,0.0
288,89594,P02712,1.0
289,89594,P02714,1.0
290,89594,P02718,1.0
291,89594,P02710,1.0
292,89594,Q8WSF8,1.0
293,89594,P58154,1.0
294,89594,P21687,1.0
295,89594,P0AF67,0.0
296,89594,Q9F4F7,0.0
297,89594,O95372,0.0
298,89594,P55210,0.0
299,89594,Q9NPC2,0.0
300,89594,Q05DJ8,0.0
301,89594,P11021,0.0
302,89594,P08659,0.0
303,89594,P9WQ59,0.0
304,89594,P65502,0.0
305,89594,O86157,0.0
306,89594,P21700,0.0
307,3958,Q9F4F7,0.0
308,3958,P11021,0.0
309,3958,P08659,0.0
310,3958,P21700,0.0
311,3958,Q99VQ4,0.0
312,59768,P11021,0.0
313,59768,P08659,0.0
314,59768,P21700,0.0
315,59768,Q99VQ4,0.0
316,387447,P08659,0.0
317,34359,Q9F4F7,1.0
318,34359,P08659,0.0
319,34359,P0AF67,0.0
320,34359,P11411,0.0
321,34359,P98170,0.0
322,34359,Q05DJ8,0.0
323,34359,P9WQ59,0.0
324,34359,P11021,0.0
325,34359,P65502,0.0
326,34359,O86157,0.0
327,34359,P21700,0.0
328,34359,Q99VQ4,0.0
329,4771,Q99VQ4,0.0
330,52195,P08659,0.0
331,33741,Q9F4F7,0.0
332,33741,O95372,0.0
333,33741,P55210,0.0
334,33741,Q9NPC2,0.0
335,33741,Q05DJ8,0.0
336,33741,P08659,0.0
337,33741,P9WQ59,0.0
338,33741,P11021,0.0
339,33741,P65502,0.0
340,33741,P21700,0.0
341,33741,Q99VQ4,0.0
342,21704,O95372,0.0
343,21704,P55210,0.0
344,21704,Q9NPC2,0.0
345,21704,P9WFX0,0.0
346,21704,Q05DJ8,0.0
347,21704,P9WQ59,0.0
348,21704,P11021,0.0
349,21704,P65502,0.0
350,21704,O86157,0.0
351,21704,P21700,0.0
352,21704,Q99VQ4,0.0
353,2369,Q9F4F7,0.0
354,2369,P11021,0.0
355,2369,P08659,0.0
356,2369,P21700,0.0
357,2369,Q99VQ4,0.0
358,3365,Q96W81,1.0
359,3365,Q4WNT5,1.0
360,3365,Q9F4F7,0.0
361,3365,O95372,0.0
362,3365,P00811,0.0
363,3365,P55210,0.0
364,3365,Q9NPC2,0.0
365,3365,P9WFX0,0.0
366,3365,Q05DJ8,0.0
367,3365,Q09GQ4,0.0
368,3365,P9WQ59,0.0
369,3365,P11021,0.0
370,3365,P65502,0.0
371,3365,O86157,0.0
372,3365,P08659,0.0
373,3365,P21700,0.0
374,3365,Q99VQ4,0.0
375,65028,Q6Q793,1.0
376,65028,P03468,1.0
377,65028,P03469,1.0
378,65028,Q75VQ4,1.0
379,65028,Q2LFS1,1.0
380,65028,P21700,0.0
381,65028,Q99VQ4,0.0
382,12560,Q9F4F7,0.0
383,12560,O95372,0.0
384,12560,P55210,0.0
385,12560,Q9NPC2,0.0
386,12560,P9WFX0,0.0
387,12560,Q05DJ8,0.0
388,12560,P08659,0.0
389,12560,P9WQ59,0.0
390,12560,P11021,0.0
391,12560,P65502,0.0
392,12560,O86157,0.0
393,12560,Q99VQ4,1.0
394,2519,Q9F4F7,0.0
395,2519,P06737,1.0
396,2519,Q873X9,1.0
397,2519,P08659,0.0
398,2519,P0AF67,0.0
399,2519,O95372,0.0
400,2519,P55210,0.0
401,2519,Q9NPC2,0.0
402,2519,P9WFX0,0.0
403,2519,Q05DJ8,0.0
404,2519,P11021,0.0
405,2519,P9WQ59,0.0
406,2519,P65502,0.0
407,2519,O86157,0.0
408,2519,P21700,0.0
409,2519,Q99VQ4,0.0
410,5314,P08659,0.0
411,5314,P0AF67,0.0
412,5314,P11021,0.0
413,5314,P21700,0.0
414,5314,Q99VQ4,0.0
415,71329,P11411,0.0
416,71329,P98170,0.0
417,71329,Q9F4F7,0.0
418,71329,O95372,0.0
419,71329,P55210,0.0
420,71329,Q9NPC2,0.0
421,71329,P08659,0.0
422,71329,P11021,0.0
423,71329,P21700,0.0
424,71329,Q99VQ4,0.0
425,4993,P13922,1.0
426,4993,P16184,1.0
427,4993,Q07422,1.0
428,4993,P22906,1.0
429,4993,Q02499,0.0
430,4993,P08659,0.0
431,4993,P0AF67,0.0
432,4993,P11411,0.0
433,4993,P98170,0.0
434,4993,Q9F4F7,0.0
435,4993,O95372,0.0
436,4993,P55210,0.0
437,4993,Q9NPC2,0.0
438,4993,P9WFX0,0.0
439,4993,Q05DJ8,0.0
440,4993,P9WQ59,0.0
441,4993,P11021,0.0
442,4993,P65502,0.0
443,4993,O86157,0.0
444,4993,P21700,0.0
445,4993,Q99VQ4,0.0
446,5770,P0A0J7,1.0
447,5770,P0AF67,0.0
448,5770,Q9F4F7,0.0
449,5770,O95372,0.0
450,5770,P55210,0.0
451,5770,P9WFX0,0.0
452,5770,Q05DJ8,0.0
453,5770,P11021,0.0
454,5770,P08659,0.0
455,5770,P9WQ59,0.0
456,5770,P65502,0.0
457,5770,O86157,0.0
458,5770,P21700,0.0
459,5770,Q99VQ4,0.0
460,447043,P0AF67,0.0
461,447043,Q9F4F7,0.0
462,447043,O95372,0.0
463,447043,P55210,0.0
464,447043,Q9NPC2,0.0
465,447043,P9WFX0,0.0
466,447043,Q05DJ8,0.0
467,447043,P9WQ59,0.0
468,447043,P11021,0.0
469,447043,P65502,0.0
470,447043,O86157,0.0
471,447043,P08659,0.0
472,447043,P21700,0.0
473,447043,Q99VQ4,1.0
474,5472,P08659,0.0
475,5472,P0AF67,0.0
476,5472,Q9F4F7,0.0
477,5472,O95372,0.0
478,5472,P55210,0.0
479,5472,Q9NPC2,0.0
480,5472,Q05DJ8,0.0
481,5472,P9WQ59,0.0
482,5472,P11021,0.0
483,5472,P65502,0.0
484,5472,O86157,0.0
485,5472,P21700,0.0
486,5472,Q99VQ4,0.0
487,5284632,Q9F4F7,0.0
488,5284632,P11021,0.0
489,5284632,P08659,0.0
490,60164,Q9F4F7,0.0
491,60164,P11021,0.0
492,60164,P08659,0.0
493,60164,P21700,0.0
494,4679,Q9F4F7,0.0
495,4679,P9WFX0,0.0
496,4679,P11021,0.0
497,4679,P08659,0.0
498,4679,P21700,0.0
499,4679,Q99VQ4,0.0
500,4679,P86926,0.0
501,41781,P08659,0.0
502,41781,P0AF67,0.0
503,41781,P11411,0.0
504,41781,P98170,0.0
505,41781,Q9F4F7,0.0
506,41781,O95372,0.0
507,41781,P55210,0.0
508,41781,Q9NPC2,0.0
509,41781,P9WFX0,0.0
510,41781,Q05DJ8,0.0
511,41781,P9WQ59,0.0
512,41781,P11021,0.0
513,41781,P65502,0.0
514,41781,O86157,0.0
515,41781,P21700,0.0
516,41781,Q99VQ4,0.0
517,2771,Q63380,1.0
518,2771,Q9WTR4,1.0
519,2771,Q02499,0.0
520,2771,P08659,0.0
521,2771,P11411,0.0
522,2771,P98170,0.0
523,2771,Q9F4F7,0.0
524,2771,P11021,0.0
525,2771,P21700,0.0
526,2771,Q99VQ4,0.0
527,77993,Q9F4F7,0.0
528,77993,P11021,0.0
529,77993,P08659,0.0
530,152946,P0AES4,1.0
531,152946,P0AES6,1.0
532,152946,Q47245,1.0
533,152946,P0C1U9,1.0
534,152946,P0A0K8,1.0
535,152946,P20831,1.0
536,5749,P11021,0.0
537,5749,P08659,0.0
538,64143,Q72874,1.0
539,64143,Q9YQ12,1.0
540,64143,Q690N0,1.0
541,64143,Q9F4F7,0.0
542,64143,O95372,0.0
543,64143,P55210,0.0
544,64143,Q9NPC2,0.0
545,64143,Q05DJ8,0.0
546,64143,P08659,0.0
547,64143,P9WQ59,0.0
548,64143,P11021,0.0
549,64143,P65502,0.0
550,64143,O86157,0.0
551,3762,P11021,0.0
552,3476,P08659,0.0
553,3476,P0AF67,0.0
554,3476,Q9F4F7,0.0
555,3476,O95372,0.0
556,3476,P55210,0.0
557,3476,Q9NPC2,0.0
558,3476,P9WFX0,0.0
559,3476,Q05DJ8,0.0
560,3476,P9WQ59,0.0
561,3476,P11021,0.0
562,3476,P65502,0.0
563,3476,O86157,0.0
564,3476,P21700,0.0
565,3476,Q99VQ4,0.0
566,3476,P86926,0.0
567,5362440,Q72874,1.0
568,5362440,Q9YQ12,1.0
569,5362440,Q4U254,1.0
570,24847884,P11021,0.0
571,24847884,P08659,0.0
572,53232,Q95214,1.0
573,53232,Q02499,0.0
574,53232,P08659,0.0
575,53232,P0AF67,0.0
576,53232,P11411,0.0
577,53232,P98170,0.0
578,53232,Q9F4F7,0.0
579,53232,O95372,0.0
580,53232,P55210,0.0
581,53232,Q9NPC2,0.0
582,53232,P9WFX0,0.0
583,53232,Q05DJ8,0.0
584,53232,P9WQ59,0.0
585,53232,Q02936,0.0
586,53232,P11021,0.0
587,53232,P65502,0.0
588,53232,O86157,0.0
589,53232,P21700,0.0
590,53232,Q99VQ4,0.0
591,3226,Q9F4F7,0.0
592,3226,P11021,0.0
593,3226,P08659,0.0
594,5486971,O77773,1.0
595,5391,Q9F4F7,0.0
596,5391,P11021,0.0
597,5391,P08659,0.0
598,4121,Q9F4F7,0.0
599,4121,Q05DJ8,0.0
600,4121,P9WQ59,0.0
601,4121,P11021,0.0
602,4121,P65502,0.0
603,4121,O86157,0.0
604,4121,P08659,0.0
605,4121,P21700,0.0
606,4649,Q02499,0.0
607,4649,P08659,0.0
608,4649,P98170,0.0
609,4649,Q9F4F7,0.0
610,4649,P55210,0.0
611,4649,Q05DJ8,0.0
612,4649,P9WQ59,0.0
613,4649,P11021,0.0
614,4649,P65502,0.0
615,4649,O86157,0.0
616,4649,P21700,0.0
617,4649,Q99VQ4,0.0
618,4197,Q9XSW7,1.0
619,4197,O77823,1.0
620,4197,P08659,0.0
621,4197,P0AF67,0.0
622,4197,P11411,0.0
623,4197,P98170,0.0
624,4197,Q9F4F7,0.0
625,4197,O95372,0.0
626,4197,P55210,0.0
627,4197,Q9NPC2,0.0
628,4197,P9WFX0,0.0
629,4197,Q05DJ8,0.0
630,4197,P11021,0.0
631,4197,P9WQ59,0.0
632,4197,P65502,0.0
633,4197,O86157,0.0
634,4197,P21700,0.0
635,4197,Q99VQ4,0.0
636,4842,Q9F4F7,0.0
637,4842,P9WFX0,0.0
638,4842,P11021,0.0
639,4842,P08659,0.0
640,4842,Q99VQ4,0.0
641,4463,Q72547,1.0
642,4463,Q9WKE8,1.0
643,4463,Q72874,1.0
644,4463,Q02499,0.0
645,4463,P08659,0.0
646,4463,P0AF67,0.0
647,4463,P11411,0.0
648,4463,P98170,0.0
649,4463,Q9F4F7,0.0
650,4463,O95372,0.0
651,4463,P55210,0.0
652,4463,Q9NPC2,0.0
653,4463,Q05DJ8,0.0
654,4463,P9WQ59,0.0
655,4463,P11021,0.0
656,4463,P65502,0.0
657,4463,O86157,0.0
658,4463,P21700,0.0
659,4463,Q99VQ4,0.0
660,5353853,P21700,0.0
661,5353853,Q99VQ4,1.0
662,20279,Q02499,0.0
663,20279,P08659,0.0
664,20279,P11411,0.0
665,20279,P98170,0.0
666,20279,Q9F4F7,0.0
667,20279,O95372,0.0
668,20279,P55210,0.0
669,20279,Q9NPC2,0.0
670,20279,Q05DJ8,0.0
671,20279,P9WQ59,0.0
672,20279,P11021,0.0
673,20279,P65502,0.0
674,20279,O86157,0.0
675,20279,P21700,0.0
676,20279,Q99VQ4,0.0
677,56959,Q5YLN7,1.0
678,56959,Q9F4F7,0.0
679,56959,O95372,0.0
680,56959,P55210,0.0
681,56959,P9WFX0,0.0
682,56959,Q05DJ8,0.0
683,56959,P11021,0.0
684,56959,P08659,0.0
685,56959,P9WQ59,0.0
686,56959,P65502,0.0
687,56959,O86157,0.0
688,56959,P21700,0.0
689,56959,Q99VQ4,0.0
690,4075,Q9F4F7,1.0
691,4075,P08659,0.0
692,4075,P0AF67,0.0
693,4075,O95372,0.0
694,4075,P55210,0.0
695,4075,Q9NPC2,0.0
696,4075,P9WFX0,0.0
697,4075,P11021,0.0
698,4075,P21700,0.0
699,4075,Q99VQ4,0.0
700,1201549,Q9F4F7,0.0
701,1201549,P11021,0.0
702,1201549,P08659,0.0
703,60854,Q63380,1.0
704,60854,P11411,0.0
705,60854,P98170,0.0
706,60854,Q9F4F7,0.0
707,60854,P08659,0.0
708,54746,P21700,0.0
709,54746,Q99VQ4,0.0
710,54746,P08659,0.0
711,5905,O95372,0.0
712,5905,P68563,1.0
713,5905,P55210,0.0
714,5905,Q05DJ8,0.0
715,5905,P08659,0.0
716,5905,P9WQ59,0.0
717,5905,P11021,0.0
718,5905,P65502,0.0
719,5905,O86157,0.0
720,5905,P21700,0.0
721,5905,Q99VQ4,0.0
722,2955,P16184,1.0
723,2955,Q4Z710,1.0
724,2955,Q02499,0.0
725,2955,P08659,0.0
726,2955,P0AF67,0.0
727,2955,P11411,0.0
728,2955,P98170,0.0
729,2955,Q9F4F7,0.0
730,2955,O95372,0.0
731,2955,P55210,0.0
732,2955,Q9NPC2,0.0
733,2955,P9WFX0,0.0
734,2955,Q05DJ8,0.0
735,2955,P9WQ59,0.0
736,2955,P11021,0.0
737,2955,P65502,0.0
738,2955,O86157,0.0
739,2955,P21700,0.0
740,2955,Q99VQ4,0.0
741,441383,O95372,0.0
742,441383,P55210,0.0
743,441383,Q05DJ8,0.0
744,441383,P08659,0.0
745,441383,P9WQ59,0.0
746,441383,P11021,0.0
747,441383,P65502,0.0
748,441383,O86157,0.0
749,1775,P08659,0.0
750,1775,P0AF67,0.0
751,1775,P11411,0.0
752,1775,P98170,0.0
753,1775,Q9F4F7,0.0
754,1775,O95372,0.0
755,1775,P55210,0.0
756,1775,Q9NPC2,0.0
757,1775,P9WFX0,0.0
758,1775,Q05DJ8,0.0
759,1775,P11021,0.0
760,1775,P9WQ59,0.0
761,1775,P65502,0.0
762,1775,O86157,0.0
763,1775,P21700,0.0
764,1775,Q99VQ4,0.0
765,247839,P11411,0.0
766,247839,P98170,0.0
767,247839,Q9F4F7,0.0
768,247839,O95372,0.0
769,247839,P55210,0.0
770,247839,Q9NPC2,0.0
771,247839,P9WFX0,0.0
772,247839,Q05DJ8,0.0
773,247839,P08659,0.0
774,247839,P9WQ59,0.0
775,247839,P11021,0.0
776,247839,P65502,0.0
777,247839,O86157,0.0
778,247839,P21700,0.0
779,54671203,Q9F4F7,0.0
780,54671203,P11021,0.0
781,54671203,Q09GQ4,0.0
782,54671203,P21700,0.0
783,54671203,Q99VQ4,1.0
784,3054,P08659,0.0
785,2812,Q96W81,1.0
786,2812,Q690N0,1.0
787,2812,Q4WNT5,1.0
788,2812,P00811,1.0
789,2812,P08659,0.0
790,2812,P0AF67,0.0
791,2812,P11411,0.0
792,2812,P98170,0.0
793,2812,Q9F4F7,0.0
794,2812,O95372,0.0
795,2812,P55210,0.0
796,2812,Q9NPC2,1.0
797,2812,P9WFX0,0.0
798,2812,Q05DJ8,0.0
799,2812,P11021,0.0
800,2812,P9WQ59,0.0
801,2812,P65502,0.0
802,2812,O86157,0.0
803,2812,P21700,0.0
804,2812,Q99VQ4,1.0
805,5333,Q5U9J1,1.0
806,5333,P40881,1.0
807,5333,Q31FD6,1.0
808,5333,Q3I4V7,1.0
809,5333,Q5TU56,1.0
810,5333,P96878,1.0
811,5333,Q6FTL6,1.0
812,5333,P08659,0.0
813,5333,P0AF67,0.0
814,5333,Q9F4F7,0.0
815,5333,O95372,0.0
816,5333,P55210,0.0
817,5333,Q9NPC2,0.0
818,5333,P9WFX0,0.0
819,5333,Q05DJ8,0.0
820,5333,P9WQ59,0.0
821,5333,P11021,0.0
822,5333,P65502,0.0
823,5333,O86157,0.0
824,5333,Q99VQ4,0.0
825,6234,P08659,0.0
826,6234,P0AF67,0.0
827,6234,P11411,0.0
828,6234,P98170,0.0
829,6234,Q9F4F7,0.0
830,6234,O95372,0.0
831,6234,P55210,0.0
832,6234,Q9NPC2,0.0
833,6234,P9WFX0,0.0
834,6234,P07862,1.0
835,6234,P0ABH0,1.0
836,6234,P0ACC3,1.0
837,6234,P02930,1.0
838,6234,P0A7T7,1.0
839,6234,P0A725,1.0
840,6234,P11021,0.0
841,6234,P21700,0.0
842,6234,Q99VQ4,0.0
843,6234,P9WQA9,0.0
844,2578,P08659,0.0
845,2578,P0AF67,0.0
846,2578,Q9F4F7,0.0
847,2578,O95372,0.0
848,2578,P55210,0.0
849,2578,Q05DJ8,0.0
850,2578,P11021,0.0
851,2578,P9WQ59,0.0
852,2578,P65502,0.0
853,2578,O86157,0.0
854,2578,P21700,0.0
855,2578,Q99VQ4,0.0
856,5344,Q02499,0.0
857,5344,P08659,0.0
858,5344,P0AF67,0.0
859,5344,P11411,0.0
860,5344,P98170,0.0
861,5344,Q9F4F7,0.0
862,5344,O95372,0.0
863,5344,P55210,0.0
864,5344,Q9NPC2,0.0
865,5344,P9WFX0,0.0
866,5344,Q05DJ8,0.0
867,5344,P9WQ59,0.0
868,5344,P11021,0.0
869,5344,P65502,0.0
870,5344,O86157,0.0
871,5344,P21700,0.0
872,5344,Q99VQ4,0.0
873,4171,P11021,0.0
874,4171,P08659,0.0
875,4171,P21700,0.0
876,4171,Q99VQ4,0.0
877,2883,P08659,0.0
878,54676038,P07374,1.0
879,54676038,Q5NGQ3,1.0
880,54676038,P08659,0.0
881,54676038,P0AF67,0.0
882,54676038,Q9F4F7,0.0
883,54676038,P9WFX0,0.0
884,54676038,P11021,0.0
885,54676038,Q99VQ4,0.0
886,5095,P08659,0.0
887,5095,P0AF67,0.0
888,5095,Q9F4F7,0.0
889,5095,P11021,0.0
890,5095,Q99VQ4,0.0
891,3784,P08659,0.0
892,3784,P0AF67,0.0
893,3784,P11411,0.0
894,3784,P98170,0.0
895,3784,Q9F4F7,0.0
896,3784,O95372,0.0
897,3784,P55210,0.0
898,3784,Q9NPC2,0.0
899,3784,P9WFX0,0.0
900,3784,Q05DJ8,0.0
901,3784,P9WQ59,0.0
902,3784,P11021,0.0
903,3784,P65502,0.0
904,3784,O86157,0.0
905,3784,P21700,0.0
906,3784,Q99VQ4,0.0
907,3784,P86926,0.0
908,2140,P11021,0.0
909,2140,P08659,0.0
910,2140,Q99VQ4,0.0
911,7741,P08659,0.0
912,7741,P0AF67,0.0
913,7741,Q9F4F7,0.0
914,7741,P11021,0.0
915,5284627,P00918,1.0
916,5284627,Q6FTL6,1.0
917,5284627,P40881,1.0
918,5284627,Q3I4V7,1.0
919,5284627,Q5U9J1,1.0
920,5284627,Q31FD6,1.0
921,5284627,P96878,1.0
922,5284627,Q50565,1.0
923,5284627,P11411,0.0
924,5284627,P98170,0.0
925,5284627,Q9F4F7,0.0
926,5284627,O95372,0.0
927,5284627,P55210,0.0
928,5284627,Q9NPC2,0.0
929,5284627,P9WFX0,0.0
930,5284627,P08659,0.0
931,5284627,P21700,0.0
932,5284627,Q99VQ4,0.0
933,158781,P11411,0.0
934,158781,P98170,0.0
935,158781,Q9F4F7,0.0
936,158781,O95372,0.0
937,158781,P55210,0.0
938,158781,Q9NPC2,0.0
939,158781,P08659,0.0
940,158781,P21700,0.0
941,158781,Q99VQ4,0.0
942,2179,P11021,0.0
943,2179,P08659,0.0
944,2179,P0AF67,0.0
945,2153,O00764,1.0
946,2153,Q9F4F7,1.0
947,2153,Q873X9,1.0
948,2153,Q02499,0.0
949,2153,P08659,0.0
950,2153,P0AF67,0.0
951,2153,P11411,0.0
952,2153,P98170,0.0
953,2153,O95372,0.0
954,2153,P55210,0.0
955,2153,Q9NPC2,0.0
956,2153,P9WFX0,0.0
